           1   3.7020000000000000     
           1   3.5550000000000002     
           1   3.6379999999999999     
           1   3.6970000000000001     
           1   3.7069999999999999     
           1   3.8029999999999999     
           1   3.8350000000000000     
           1   3.8620000000000001     
           1   3.9750000000000001     
           1   3.9600000000000000     
           2   2.7149999999999999     
           2   2.6960000000000002     
           2   2.6800000000000002     
           2   2.7620000000000000     
           2   3.2480000000000002     
           2   2.8839999999999999     
           2   2.8359999999999999     
           2   2.7709999999999999     
           2   2.7660000000000000     
           2   2.7770000000000001     
           3   2.6890000000000001     
           3   2.6410000000000000     
           3   2.6339999999999999     
           3   2.6789999999999998     
           3   2.6499999999999999     
           3   2.7189999999999999     
           3   2.6629999999999998     
           3   2.6829999999999998     
           3   2.6600000000000001     
           3   2.6099999999999999     
           4   2.5830000000000002     
           4   2.6099999999999999     
           4   2.6629999999999998     
           4   2.6010000000000000     
           4   2.5579999999999998     
           4   2.5360000000000000     
           4   2.5240000000000000     
           4   2.4780000000000002     
           4   2.4900000000000002     
           4   2.5200000000000000     
